YEAR,MONTH,PROVINCE,DISTRICT,TYPE OF LOCALITY,LATITUDE,LONGITUDE,SEX,AGE,CENSUS,CASES,DEATHS
2007,JAN,MIDLANDS,MBERENGWA,COMMUNAL,-18.48191005,29.39310268,ALL,ADULT,26,4,1
2006,JUL,MASHONALAND WEST,KADOMA,COMMUNAL,-29.92671077,29.48405821,MALE,ADULT,22,1,
2007,JAN,MATABELELAND SOUTH,GWANDA,COMMUNAL,-19.97690388,29.01262251,FEMALE,ALL,21,6,0
2011,APR,MIDLANDS,KWEKWE,COMMUNAL,-18.5851194,29.06769132,FEMALE,ALL,893,4,1
2011,APR,MIDLANDS,KWEKWE,COMMUNAL,-20.3769357,28.77452677,ALL,ALL,893,5,0
2006,SEP,MASHONALAND WEST,KADOMA,COMMERCIAL,-20.51832977,29.05891642,ALL,ALL,16,4,1
2011,APR,MIDLANDS,KWEKWE,COMMUNAL,-18.16759801,30.75869259,MALE,ADULT,893,1,0
2011,APR,MIDLANDS,KWEKWE,COMMUNAL,-18.45529311,30.64527415,FEMALE,ADULT,1364,1,0
2007,JAN,MATABELELAND SOUTH,GWANDA,COMMUNAL,-17.57666663,29.54945245,FEMALE,ADULT,5,4,0
2011,MAY,MIDLANDS,KWEKWE,COMMUNAL,-18.93472148,30.7012847,MALE,ADULT,1550,1,0
2006,NOV,MASHONALAND WEST,KADOMA,RESETTLEMENT,-21.12387943,29.02580336,FEMALE,JUVENILE,700,1,
2007,JAN,MATABELELAND SOUTH,UMZINGWANE,RESETTLEMENT,-16.96220433,31.29270417,all,ALL,84,20,0
2007,JAN,MIDLANDS,KWEKWE,RESETTLEMENT,-17.51193112,30.33578428,MALE,JUVENILE,31,1,0
2007,JAN,MATABELELAND SOUTH,UMZINGWANE,COMMUNAL,-17.98062111,30.26747357,MALE,ADULT,7,1,0
2011,APR,MIDLANDS,KWEKWE,COMMUNAL,-20.12272387,29.60350411,MALE,ADULT,1873,1,0
2008,JUN,MASHONALAND WEST,CHEGUTU,COMMUNAL,-22.0047681,30.65891986,ALL,ALL,40,1,0
2011,APR,MIDLANDS,KWEKWE,COMMUNAL,-17.17646749,31.00691641,ALL,ALL,2252,600,10
2008,MAR,MASHONALAND WEST,CHEGUTU,COMMUNAL,-20.22343677,29.50858164,ALL,ADULT,13,1,1
2011,APR,MIDLANDS,KWEKWE,COMMUNAL,-18.3523024,28.86719834,ALL,ALL,2678,442,12
2006,JUL,MASHONALAND WEST,KADOMA,COMMUNAL,-21.21596366,30.43955188,FEMALE,ADULT,14,2,
2008,FEB,MASHONALAND WEST,CHEGUTU,COMMUNAL,-20.14167605,28.81202559,ALL,ADULT,5,2,0
2011,APR,MIDLANDS,KWEKWE,COMMUNAL,-19.76622239,29.25713626,ALL,ALL,917,104,15
2011,APR,MIDLANDS,KWEKWE,COMMUNAL,-20.16655719,29.01605845,ALL,ALL,1288,120,14
2007,JAN,MATABELELAND SOUTH,GWANDA,COMMUNAL,-20.74547462,29.62355306,all,ALL,29,8,0
2000,JAN,MASHONALAND CENTRAL,CENTENARY,COMMUNAL,-16.96220433,31.29270417,MALE,ADULT,1431,1,0
2008,JUL,MASHONALAND WEST,ZVIMBA,COMMUNAL,-20.74518052,29.64274374,FEMALE,ADULT,26,2,0
2008,AUG,MASHONALAND WEST,ZVIMBA,RESETTLEMENT,-17.02816111,31.65181469,ALL,ADULT,12,6,4
2011,MAY,MIDLANDS,KWEKWE,COMMUNAL,-20.14719348,29.77499212,ALL,ALL,2689,4,1
2007,JAN,MATABELELAND SOUTH,INSIZA,RESETTLEMENT,-20.74518052,29.64274374,all,ALL,26,3,0
2008,JUN,MASHONALAND WEST,ZVIMBA,COMMUNAL,-17.6312269,31.32886011,ALL,ADULT,15,3,0
2011,MAY,MIDLANDS,KWEKWE,COMMUNAL,-17.93708632,30.38515597,ALL,ALL,1978,13,1
2011,MAY,MIDLANDS,KWEKWE,COMMUNAL,-17.67234613,29.09565143,ALL,ALL,2631,3,1
2011,MAY,MIDLANDS,KWEKWE,COMMUNAL,-17.19591382,30.34315665,MALE,ADULT,1864,3,1
2011,MAY,MIDLANDS,KWEKWE,COMMUNAL,-19.89548753,29.0230592,ALL,ALL,936,2,0
2011,MAY,MIDLANDS,KWEKWE,COMMUNAL,-21.60794689,28.5205723,ALL,ADULT,895,3,1
2000,JAN,MASHONALAND CENTRAL,CENTENARY,COMMUNAL,-21.41570186,29.48785117,FEMALE,ADULT,2938,1,0
2007,FEB,MATABELELAND SOUTH,INSIZA,COMMUNAL,-31.19186625,23.80488636,MALE,JUVENILE,15,1,0
2000,JAN,MATEBELELAND NORTH,LUPANE,COMMUNAL,-20.02843249,29.86174662,MALE,ALL,26,1,0
2011,JUN,MIDLANDS,KWEKWE,COMMUNAL,-20.02843249,29.86174662,ALL,ALL,1646,5,2
2011,MAY,MIDLANDS,KWEKWE,COMMUNAL,-18.5851194,29.06769132,ALL,ALL,1736,8,6
2007,JAN,MIDLANDS,MBERENGWA,COMMUNAL,-19.67729308,30.78342254,ALL,ALL,1129,18,1
2011,JUN,MIDLANDS,KWEKWE,COMMERCIAL,-31.10072707,23.76602225,FEMALE,ADULT,1510,2,1
2011,JUN,MIDLANDS,KWEKWE,COMMUNAL,-20.18485625,29.67526259,ALL,ALL,2681,57,0
2007,FEB,MATABELELAND SOUTH,GWANDA,COMMERCIAL,-21.33630065,28.59006177,all,ADULT,125,7,0
2011,JUN,MIDLANDS,KWEKWE,COMMUNAL,-20.72376958,29.85252081,ALL,ALL,1978,5,0
2007,FEB,MATABELELAND SOUTH,UMZINGWANE,COMMERCIAL,-17.8904499,30.27738368,all,ADULT,60,3,0
2007,FEB,MATABELELAND SOUTH,UMZINGWANE,COMMUNAL,-20.16655719,29.01605845,all,ADULT,99,6,0
2011,JUN,MIDLANDS,KWEKWE,COMMUNAL,-21.67310841,29.76845162,MALE,ADULT,1480,1,0
2011,JUN,MIDLANDS,KWEKWE,COMMUNAL,-20.08654244,29.60764592,FEMALE,ADULT,1072,2,0
2007,FEB,MATABELELAND SOUTH,INSIZA,COMMERCIAL,-20.26398817,29.81151425,all,ALL,65,4,0
2000,JAN,MASHONALAND CENTRAL,SHAMVA,RESETTLEMENT,-17.02816111,31.65181469,FEMALE,ADULT,13,1,0
2006,MAY,MASHONALAND WEST,ZVIMBA,COMMUNAL,-19.3999321,30.37123556,FEMALE,ADULT,13,1,0
2007,FEB,MATABELELAND SOUTH,INSIZA,COMMUNAL,-20.42663485,29.17170301,MALE,JUVENILE,25,1,0
2000,JAN,MASHONALAND CENTRAL,BINDURA,RESETTLEMENT,-19.16853095,29.38004555,FEMALE,ADULT,13,1,0
2007,JAN,MIDLANDS,MBERENGWA,RESETTLEMENT,-31.37125811,23.76728177,ALL,ADULT,813,62,15
2007,FEB,MATABELELAND SOUTH,INSIZA,COMMUNAL,-20.71661457,29.73724553,FEMALE,ADULT,8,1,0
2000,JAN,MASHONALAND CENTRAL,BINDURA,COMMUNAL,#INVALID MGRS GRID REFERENCE,#INVALID MGRS GRID REFERENCE,MALE,ADULT,23,1,0
2006,MAY,MASHONALAND WEST,ZVIMBA,COMMUNAL,-18.30320307,30.7674318,FEMALE,JUVENILE,3,1,0
2007,JAN,MIDLANDS,GOKWE,COMMERCIAL,-19.93094888,28.05876411,MALE,ADULT,15,1,0
2006,MAY,MASHONALAND WEST,ZVIMBA,COMMERCIAL,-21.62546164,29.34466111,ALL,ADULT,26,2,0
2007,FEB,MATABELELAND SOUTH,GWANDA,COMMUNAL,-20.56882578,29.34925916,FEMALE,ADULT,51,1,0
2007,FEB,MATABELELAND SOUTH,GWANDA,COMMUNAL,-18.91469006,29.45231607,FEMALE,ADULT,10,1,0
2007,FEB,MATABELELAND SOUTH,INSIZA,RESETTLEMENT,-18.91469006,29.45231607,all,ADULT,1336,5,0
2007,FEB,MATABELELAND SOUTH,INSIZA,RESETTLEMENT,-21.41570186,29.48785117,FEMALE,ADULT,53,1,0
2006,FEB,MASHONALAND WEST,ZVIMBA,COMMUNAL,-20.78809589,29.15670455,FEMALE,ADULT,17,1,0
2007,JAN,MIDLANDS,MBERENGWA,RESETTLEMENT,-20.02843249,29.86174662,ALL,ADULT,76,4,0
2007,JAN,MIDLANDS,MBERENGWA,RESETTLEMENT,-19.23847436,30.62133793,FEMALE,ADULT,19,1,0
2007,JAN,MIDLANDS,KWEKWE,COMMUNAL,-21.61079172,29.09046463,MALE,ADULT,8,1,0
2007,JAN,MIDLANDS,KWEKWE,RESETTLEMENT,-17.83312972,29.93863791,MALE,ADULT,19,1,0
2005,APR,MASHONALAND WEST,ZVIMBA,COMMUNAL,-20.77842902,29.82284997,ALL,ALL,2075,3,0
2007,FEB,MATABELELAND SOUTH,INSIZA,COMMERCIAL,-20.18485625,29.67526259,all,ADULT,22,2,0
2007,FEB,MATABELELAND SOUTH,MATOBO,COMMERCIAL,-21.33630065,28.59006177,all,ADULT,606,15,0
2007,JAN,MIDLANDS,MBERENGWA,COMMUNAL,-20.72376958,29.85252081,ALL,ALL,1538,49,3
2006,FEB,MASHONALAND WEST,ZVIMBA,COMMERCIAL,-17.8904499,30.27738368,MALE,ADULT,842,0,0
2007,FEB,MATABELELAND SOUTH,BEITBRIDGE,RESETTLEMENT,-21.67310841,29.76845162,FEMALE,ADULT,13,4,4
2007,FEB,MATABELELAND SOUTH,INSIZA,COMMERCIAL,-20.08654244,29.60764592,all,ALL,26,23,0
2007,JAN,MIDLANDS,MBERENGWA,RESETTLEMENT,-20.26398817,29.81151425,FEMALE,ADULT,14,1,0
2007,JAN,MIDLANDS,MVUMA,RESETTLEMENT,-19.3999321,30.37123556,ALL,ADULT,649,4,0
2007,FEB,MATABELELAND SOUTH,UMZINGWANE,RESETTLEMENT,-20.42663485,29.17170301,all,ALL,18,1,1
2007,JAN,MIDLANDS,KWEKWE,COMMUNAL,-19.16853095,29.38004555,ALL,ADULT,48,3,2
2006,MAY,MASHONALAND WEST,ZVIMBA,COMMUNAL,-31.37125811,23.76728177,MALE,ADULT,3,1,0
2007,JAN,MIDLANDS,MBERENGWA,COMMUNAL,-20.71661457,29.73724553,ALL,ADULT,941,33,0
2000,JAN,MASHONALAND EAST,HARARE,COMMERCIAL,-18.30320307,30.7674318,ALL,ADULT,109,16,0
2007,FEB,MATABELELAND SOUTH,GWANDA,COMMUNAL,-19.93094888,28.05876411,FEMALE,ADULT,21,5,1
2007,FEB,MATABELELAND SOUTH,GWANDA,RESETTLEMENT,-21.62546164,29.34466111,all,ALL,12,12,0
2007,FEB,MATABELELAND SOUTH,INSIZA,COMMERCIAL,-20.56882578,29.34925916,all,ADULT,12,1,0
2007,JAN,MIDLANDS,KWEKWE,COMMUNAL,-18.91469006,29.45231607,MALE,ADULT,7,1,0
2007,JAN,MIDLANDS,KWEKWE,COMMUNAL,-18.91469006,29.45231607,MALE,ADULT,7,1,0
2000,FEB,MATEBELELAND NORTH,NKAYI,COMMUNAL,-19.07364688,29.00431541,ALL,ALL,38,4,0
2000,FEB,MATABELELAND SOUTH,INSIZA,COMMERCIAL,-20.78809589,29.15670455,ALL,ADULT,108,4,0
2007,JAN,MIDLANDS,GOKWE,COMMUNAL,-18.35100807,28.99487347,MALE,ADULT,8,2,0
2007,JAN,MIDLANDS,GWERU,COMMUNAL,-19.23847436,30.62133793,ALL,ADULT,38,3,0
2007,FEB,MATABELELAND SOUTH,GWANDA,COMMUNAL,-21.61079172,29.09046463,all,ALL,51,22,2
2006,JAN,MASHONALAND WEST,ZVIMBA,COMMUNAL,-17.83312972,29.93863791,FEMALE,ADULT,8,2,1
2007,JAN,MIDLANDS,MBERENGWA,RESETTLEMENT,-20.77842902,29.82284997,ALL,ADULT,781,18,2
2007,JAN,MIDLANDS,MBERENGWA,RESETTLEMENT,-20.14719348,29.77499212,ALL,ADULT,319,29,2
2007,FEB,MATABELELAND SOUTH,GWANDA,COMMERCIAL,-21.33043505,29.12117467,all,ADULT,182,4,0
2006,JAN,MASHONALAND WEST,ZVIMBA,COMMUNAL,-17.83312972,29.93863791,MALE,ADULT,18,1,0
2007,FEB,MATABELELAND SOUTH,GWANDA,RESETTLEMENT,-21.63410541,29.37186957,All,ADULT,25,5,0
2007,FEB,MATABELELAND SOUTH,GWANDA,RESETTLEMENT,-20.88485198,29.35316105,FEMALE,ADULT,15,4,2
2000,FEB,MATEBELELAND NORTH,LUPANE,COMMUNAL,-18.18642067,28.12427577,FEMALE,ADULT,9,1,0
2006,FEB,MASHONALAND WEST,ZVIMBA,COMMUNAL,-31.41442356,23.69223471,MALE,ADULT,18,1,0
2007,FEB,MATABELELAND SOUTH,GWANDA,COMMERCIAL,-21.06042307,29.04519529,FEMALE,ADULT,130,3,0
2007,JAN,MIDLANDS,GWERU,COMMUNAL,-19.2565143,30.62173419,ALL,ALL,4,4,0
2000,FEB,MASHONALAND WEST,HURUNGWE,COMMUNAL,-18.03955381,31.53759201,FEMALE,ADULT,10,1,0
2007,JAN,MIDLANDS,GOKWE,COMMUNAL,-19.2662322,28.7223059,ALL,ADULT,6,2,0
2000,FEB,MATEBELELAND NORTH,TSHOLOTSHO,COMMERCIAL,-19.98036611,28.68016996,FEMALE,ADULT,120,1,0
2007,JAN,MIDLANDS,KWEKWE,COMMERCIAL,-19.24374936,29.80791644,MALE,JUVENILE,7,1,0
2000,FEB,MATEBELELAND NORTH,TSHOLOTSHO,COMMUNAL,-20.16294316,28.46878043,ALL,ADULT,250,25,0
2000,FEB,MATEBELELAND NORTH,HWANGE,COMMUNAL,-18.0887995,26.24396883,MALE,ADULT,32,1,0
2000,FEB,MATEBELELAND NORTH,NKAYI,COMMUNAL,-18.44399774,28.72521851,FEMALE,ADULT,4,1,0
2007,FEB,MATABELELAND SOUTH,GWANDA,COMMUNAL,-21.21395143,29.0462826,all,ADULT,1197,13,0
2007,JAN,MIDLANDS,MBERENGWA,RESETTLEMENT,-20.18915257,29.96983883,FEMALE,ADULT,7,1,0
2007,JAN,MIDLANDS,KWEKWE,RESETTLEMENT,-18.25140605,30.25759763,ALL,ADULT,47,2,0
2000,FEB,MASHONALAND CENTRAL,RUSHINGA,COMMUNAL,-16.82209664,31.96480887,ALL,ADULT,1383,2,0
2007,JAN,MIDLANDS,MBERENGWA,COMMUNAL,-20.02843249,29.86174662,ALL,ADULT,16,4,1
2007,JAN,MIDLANDS,MBERENGWA,RESETTLEMENT,-19.92176401,29.75576998,ALL,ALL,1916,76,19
2000,FEB,MASHONALAND WEST,HURUNGWE,RESETTLEMENT,-17.15611942,29.92212678,FEMALE,ADULT,1646,1,0
2007,FEB,MATABELELAND SOUTH,UMZINGWANE,RESETTLEMENT,-20.06576089,29.1380165,all,ALL,689,16,5
2007,FEB,MATABELELAND SOUTH,GWANDA,COMMUNAL,-21.84312049,29.27763329,all,ADULT,60,4,1
2007,FEB,MATABELELAND SOUTH,GWANDA,RESETTLEMENT,-21.28197152,29.36906723,FEMALE,ADULT,50,1,0
2007,JAN,MIDLANDS,GOKWE,COMMUNAL,-18.2643286,28.60522313,ALL,ALL,12,2,0
2007,FEB,MATABELELAND SOUTH,GWANDA,COMMUNAL,-20.17826396,28.76751299,MALE,ADULT,7,1,0
2007,FEB,MATABELELAND SOUTH,GWANDA,COMMUNAL,-20.17826396,28.76751299,FEMALE,ADULT,8,1,0
2007,FEB,MATABELELAND SOUTH,UMZINGWANE,COMMERCIAL,-19.97689303,29.01357773,all,ALL,99,5,0
2007,FEB,MATABELELAND SOUTH,UMZINGWANE,RESETTLEMENT,-19.97689303,29.01357773,all,ADULT,1237,16,7
2006,JAN,MASHONALAND WEST,ZVIMBA,COMMERCIAL,-17.83312972,29.93863791,ALL,ALL,810,15,2
2006,JAN,MASHONALAND WEST,ZVIMBA,COMMUNAL,-17.83312972,29.93863791,FEMALE,ADULT,9,1,0
2007,JAN,MIDLANDS,GWERU,RESETTLEMENT,-19.80547822,30.69406262,ALL,ALL,92,3,0
2007,MAR,MATABELELAND SOUTH,GWANDA,COMMUNAL,-20.20268387,29.01647538,FEMALE,ADULT,30,2,0
2006,JAN,MASHONALAND WEST,KADOMA,COMMUNAL,-18.76185233,30.02074609,FEMALE,ADULT,17,1,0
2006,JAN,MASHONALAND WEST,HURUNGWE,COMMUNAL,-16.59634695,29.9135624,MALE,ADULT,3192,3,0
2006,JAN,MASHONALAND WEST,HURUNGWE,COMMUNAL,-17.08162576,29.40637835,FEMALE,ADULT,21,2,1
2007,JAN,MIDLANDS,GWERU,COMMUNAL,-19.16631417,30.61975731,MALE,ADULT,16,1,0
2007,JAN,MIDLANDS,KWEKWE,RESETTLEMENT,-18.7082698,29.34974973,ALL,ADULT,21,2,0
2000,FEB,MASHONALAND CENTRAL,GURUVE,COMMUNAL,-17.08061709,30.51011733,ALL,ADULT,2801,5,1
2006,FEB,MASHONALAND WEST,ZVIMBA,COMMERCIAL,-17.60687454,29.97262146,all,ALL,810,13,2
2006,FEB,MASHONALAND WEST,ZVIMBA,COMMUNAL,-31.19186625,23.80488636,MALE,ADULT,20,1,0
2006,FEB,MASHONALAND WEST,ZVIMBA,COMMUNAL,-31.41442356,23.69223471,FEMALE,ADULT,8,1,1
2006,FEB,MASHONALAND WEST,ZVIMBA,COMMERCIAL,-17.8904499,30.27738368,all,ADULT,15,2,0
2007,MAR,MATABELELAND SOUTH,GWANDA,COMMERCIAL,-21.50343253,29.65431023,FEMALE,ADULT,45,1,0
2011,MAR,MATEBELELAND NORTH,BULAWAYO,COMMERCIAL,-20.43503235,28.33908951,FEMALE,ADULT,35,1,0
2007,MAR,MATABELELAND SOUTH,UMZINGWANE,COMMUNAL,-21.33503847,28.718266,all,ADULT,263,5,2
2007,MAR,MATABELELAND SOUTH,MATOBO,COMMUNAL,-20.26398817,29.81151425,FEMALE,ADULT,14,1,0
2007,JAN,MIDLANDS,MBERENGWA,RESETTLEMENT,-20.02843249,29.86174662,ALL,ALL,1208,88,23
2007,JAN,MIDLANDS,MBERENGWA,RESETTLEMENT,-19.23843673,30.62323703,FEMALE,ADULT,16,1,0
2007,JAN,MIDLANDS,GWERU,COMMUNAL,-20.34446522,28.36704303,ALL,ADULT,5,2,0
2000,FEB,MATEBELELAND NORTH,TSHOLOTSHO,COMMERCIAL,-21.05843726,29.20387822,FEMALE,ADULT,500,1,0
2010,MAR,MASHONALAND EAST,SEKE,COMMUNAL,-18.38918627,31.21011559,FEMALE,ADULT,8,1,0
2007,MAR,MATABELELAND SOUTH,GWANDA,COMMERCIAL,-16.98820152,29.65488508,all,ADULT,151,5,0
2007,MAR,MATABELELAND SOUTH,UMZINGWANE,RESETTLEMENT,-20.76266335,29.01996872,all,ALL,,15,1
2006,MAR,MASHONALAND WEST,HURUNGWE,COMMUNAL,-16.61530355,30.91065404,FEMALE,ADULT,21,1,1
2010,MAY,MASHONALAND EAST,SEKE,COMMUNAL,-18.06209749,31.02455436,ALL,ALL,44,2,0
2007,MAR,MATABELELAND SOUTH,GWANDA,COMMUNAL,-16.52257702,30.68591453,FEMALE,ADULT,98,2,0
2007,JAN,MASVINGO,CHIVI,COMMUNAL,-19.96843615,27.80288662,FEMALE,ADULT,13,,0
2000,FEB,MATEBELELAND NORTH,UMGUZA,COMMUNAL,-30.99424955,23.83556133,ALL,ADULT,16,1,0
2007,JAN,MASVINGO,CHIVI,COMMUNAL,-18.78883458,29.40688813,MALE,ADULT,10,,0
2000,FEB,MATEBELELAND NORTH,TSHOLOTSHO,COMMUNAL,-19.16631417,30.61975731,ALL,ADULT,550,2,0
2006,MAY,MASHONALAND WEST,ZVIMBA,COMMUNAL,-21.63098085,28.91397377,MALE,ADULT,20,1,0
2006,MAY,MASHONALAND WEST,KADOMA,COMMUNAL,-16.25455738,30.98085039,MALE,ADULT,7,2,0
2007,JAN,MIDLANDS,GWERU,COMMUNAL,-21.61079172,29.09046463,MALE,ADULT,6,1,0
2007,MAR,MATABELELAND SOUTH,GWANDA,COMMUNAL,-17.3034057,30.27673972,all,ALL,26,6,0
2000,FEB,MASHONALAND CENTRAL,CENTENARY,COMMUNAL,-20.28985375,30.72588777,ALL,ADULT,3,3,0
2007,MAR,MATABELELAND SOUTH,GWANDA,COMMUNAL,-17.04039679,30.9529538,MALE,ADULT,9,1,0
2006,MAY,MASHONALAND WEST,ZVIMBA,COMMUNAL,-20.60653156,29.22987252,MALE,ADULT,3192,3,0
2007,JAN,MASVINGO,CHIVI,COMMUNAL,-21.06544854,28.57369278,FEMALE,ADULT,6,,0
2000,FEB,MASHONALAND CENTRAL,CENTENARY,COMMUNAL,-17.15611942,29.92212678,ALL,ADULT,2225,2,0
2007,MAR,MATABELELAND SOUTH,INSIZA,RESETTLEMENT,-18.0800877,31.01679658,all,ALL,5,1,0
2007,MAR,MATABELELAND SOUTH,MATOBO,COMMUNAL,-31.32423358,23.69115249,all,ADULT,21,2,0
2006,AUG,MASHONALAND WEST,CHEGUTU,COMMERCIAL,-19.26449129,30.37245224,ALL,ALL,168,6,0
2007,MAR,MATABELELAND SOUTH,INSIZA,RESETTLEMENT,-20.97684159,28.3736733,MALE,JUVENILE,38,1,0
2006,AUG,MASHONALAND WEST,CHEGUTU,RESETTLEMENT,-31.95689991,23.75112582,MALE,ADULT,15,3,0
2007,FEB,MIDLANDS,MVUMA,COMMERCIAL,-19.26449129,30.37245224,ALL,ADULT,119,10,0
2006,OCT,MASHONALAND WEST,CHEGUTU,RESETTLEMENT,-18.722902,27.19824426,FEMALE,ADULT,1158,2,1
2000,FEB,MATEBELELAND NORTH,HWANGE,COMMUNAL,-21.25453309,29.39366156,ALL,ALL,9,9,1
2007,MAR,MATABELELAND SOUTH,GWANDA,RESETTLEMENT,-21.68321052,29.07698627,MALE,ADULT,60,1,0
2000,FEB,MATEBELELAND NORTH,HWANGE,COMMUNAL,-18.03498609,31.0239034,ALL,ALL,10,1,0
2007,MAR,MATABELELAND SOUTH,GWANDA,RESETTLEMENT,-18.02596183,31.02494841,all,ADULT,73,5,0
2007,MAR,MATABELELAND SOUTH,GWANDA,COMMUNAL,-21.68321052,29.07698627,FEMALE,ADULT,2,1,0
2007,FEB,MASHONALAND WEST,CHEGUTU,COMMERCIAL,-18.78963214,29.97756341,ALL,ADULT,10,2,0
2007,MAR,MATABELELAND SOUTH,GWANDA,COMMUNAL,-21.27744271,29.02402557,all,ADULT,22,2,0
2007,FEB,MASHONALAND WEST,CHEGUTU,RESETTLEMENT,-32.31469108,23.64286594,MALE,ADULT,5,1,0
2007,MAR,MATABELELAND SOUTH,GWANDA,COMMUNAL,-21.6925767,29.05007541,FEMALE,ADULT,5,1,0
2007,FEB,MASHONALAND WEST,CHEGUTU,COMMERCIAL,-17.62054327,30.35300089,ALL,ADULT,86,5,0
2000,MAR,MATEBELELAND NORTH,HWANGE,COMMUNAL,-21.25453309,29.39366156,ALL,ADULT,24,7,1
2000,MAR,MATEBELELAND NORTH,HWANGE,COMMUNAL,,,MALE,ADULT,34,1,0
2000,MAR,MATEBELELAND NORTH,LUPANE,COMMUNAL,-18.5685341,27.55441544,MALE,ADULT,79,1,0
2007,MAR,MATABELELAND SOUTH,INSIZA,COMMUNAL,-19.98259794,29.2878386,all,ALL,4,1,0
2000,MAR,MATEBELELAND NORTH,NKAYI,COMMUNAL,-18.62424177,28.77535782,ALL,ADULT,7,2,0
2007,FEB,MIDLANDS,GWERU,COMMUNAL,-19.23843673,30.62323703,ALL,ADULT,11,2,0
2007,FEB,MIDLANDS,KWEKWE,RESETTLEMENT,-18.88310765,29.77151322,MALE,ADULT,2,2,0
2007,FEB,MIDLANDS,SHURUGWI,COMMERCIAL,-19.53030253,29.95760153,ALL,ADULT,50,4,1
2007,MAR,MATABELELAND SOUTH,INSIZA,COMMUNAL,-20.49599041,29.39224147,FEMALE,ADULT,4,1,0
2007,MAR,MATABELELAND SOUTH,INSIZA,RESETTLEMENT,-20.42338952,29.41785185,FEMALE,ADULT,4,2,1
2007,MAR,MATABELELAND SOUTH,INSIZA,RESETTLEMENT,-20.42338952,29.41785185,MALE,JUVENILE,4,1,0
2000,MAR,MATEBELELAND NORTH,HWANGE,COMMUNAL,-18.0887995,26.24396883,ALL,ALL,25,3,0
2007,MAR,MATABELELAND SOUTH,GWANDA,RESETTLEMENT,-21.02400837,29.7111395,all,ADULT,53,3,0
2007,MAR,MATABELELAND SOUTH,GWANDA,COMMUNAL,-21.68321052,29.07698627,FEMALE,ADULT,13,2,0
2007,FEB,MIDLANDS,ZVISHAVANE,COMMUNAL,-20.16206089,29.9703197,FEMALE,ADULT,4,1,0
2007,FEB,MIDLANDS,MBERENGWA,COMMUNAL,-17.14850816,24.17764237,ALL,ALL,140,56,13
2007,MAR,MATABELELAND SOUTH,INSIZA,RESETTLEMENT,-19.79522352,29.10098178,all,ALL,7,2,0
2007,FEB,MIDLANDS,SHURUGWI,RESETTLEMENT,-19.05613582,30.32726514,ALL,ALL,8,5,0
2000,MAR,MANICALAND,MAKONI,RESETTLEMENT,-17.54644416,32.2377721,MALE,ADULT,9,2,0
2007,MAR,MATABELELAND SOUTH,GWANDA,COMMUNAL,-19.98840958,28.78162909,FEMALE,ADULT,7,1,0
2007,MAR,MATABELELAND SOUTH,GWANDA,COMMUNAL,-20.88009782,29.01869065,MALE,ADULT,14,2,0
2007,MAR,MATABELELAND SOUTH,GWANDA,RESETTLEMENT,-21.02400837,29.7111395,FEMALE,ADULT,19,1,0
2007,MAR,MATABELELAND SOUTH,GWANDA,COMMUNAL,-21.26663868,29.16648281,FEMALE,ADULT,3,1,0
2007,MAR,MATABELELAND SOUTH,INSIZA,COMMUNAL,-20.63811348,29.55744446,MALE,JUVENILE,4,1,0
2000,MAR,MASHONALAND CENTRAL,GURUVE,COMMUNAL,-16.45644652,30.43775227,ALL,ALL,3074,34,0
2007,MAR,MATABELELAND SOUTH,INSIZA,RESETTLEMENT,-19.79522352,29.10098178,all,ALL,34,2,0
2000,MAR,MATEBELELAND NORTH,BUBI,RESETTLEMENT,-19.84145839,29.00805565,ALL,ALL,2024,26,1
2007,MAR,MATABELELAND SOUTH,INSIZA,COMMUNAL,-20.06718835,29.01663976,FEMALE,ADULT,13,3,2
2007,MAR,MATABELELAND SOUTH,INSIZA,RESETTLEMENT,-20.06718835,29.01663976,MALE,ADULT,24,1,0
2007,MAR,MATABELELAND SOUTH,INSIZA,RESETTLEMENT,-20.06718835,29.01663976,all,ALL,11,3,0
2007,MAR,MATABELELAND SOUTH,INSIZA,RESETTLEMENT,-20.06718835,29.01663976,MALE,ADULT,14,1,0
2007,MAR,MATABELELAND SOUTH,INSIZA,RESETTLEMENT,-20.06718835,29.01663976,FEMALE,JUVENILE,38,1,0
2007,MAR,MATABELELAND SOUTH,GWANDA,COMMUNAL,-20.86559678,29.43838121,all,ADULT,20,5,2
2007,MAR,MATABELELAND SOUTH,INSIZA,RESETTLEMENT,,,FEMALE,ADULT,4,1,0
2007,FEB,MIDLANDS,KWEKWE,COMMUNAL,-19.02598338,29.22225744,ALL,ADULT,12,2,0
2007,MAR,MATABELELAND SOUTH,INSIZA,RESETTLEMENT,-20.06718835,29.01663976,all,ALL,14,4,0
2007,FEB,MIDLANDS,GOKWE,COMMERCIAL,-17.85285254,29.11285758,ALL,ALL,34,8,0
2007,MAR,MATABELELAND SOUTH,INSIZA,RESETTLEMENT,-20.06718835,29.01663976,All,ALL,9,3,0
2007,MAR,MATABELELAND SOUTH,INSIZA,RESETTLEMENT,-20.06718835,29.01663976,all,ALL,24,2,0
2000,MAR,MASHONALAND CENTRAL,CENTENARY,COMMUNAL,-17.04039679,30.9529538,ALL,ADULT,2224,2,0
2007,APR,MATABELELAND SOUTH,MATOBO,COMMUNAL,-20.97756107,28.28134359,FEMALE,ADULT,3,2,1
